destination,time,statusCode,extract_date,flight number,airline,sche_dept_time,day,actual_dept_time,delay_time,delay_min,delay_hour,airlines,airlines_ranking
NRT,14:00,DA,2020-12-08,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 13:51:00,0 days 00:00:00.000000000,0,0,American Airlines Inc.,74
ICN,14:05,DA,2020-12-08,CX 418,CX,1900-01-01 14:05:00,0 days 00:00:00.000000000,1900-01-01 14:03:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,14:10,DA,2020-12-08,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:17:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SIN,14:10,DA,2020-12-08,TR 979,TR,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:51:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
MNL,14:20,DA,2020-12-08,CX 919,CX,1900-01-01 14:20:00,0 days 00:00:00.000000000,1900-01-01 14:21:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
SVO,14:30,DA,2020-12-08,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:15:00,0 days 00:00:00.000000000,0,0,PJSC Aeroflot,22
HAN,14:30,DA,2020-12-08,HX 528,HX,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 20:54:00,0 days 06:24:00.000000000,384,360,Hong Kong Airlines Limited,24
HND,14:55,DA,2020-12-08,NH 860,NH,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:39:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
BWN,14:55,DA,2020-12-08,BI 636,BI,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:44:00,0 days 00:00:00.000000000,0,0,Royal Brunei Airlines Sdn. Bhd.,66
PER,15:15,DA,2020-12-08,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:15:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-08,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 15:07:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
BKK,15:30,DA,2020-12-08,DE 7843,DE,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:13:00,0 days 00:00:00.000000000,0,0,Condor Flugdienst GmbH,100+
RMQ,15:40,DA,2020-12-08,AE 1820,AE,1900-01-01 15:40:00,0 days 00:00:00.000000000,1900-01-01 15:40:00,0 days 00:00:00.000000000,0,0,Mandarin Airlines Ltd.,100+
SIN,15:45,DA,2020-12-08,SQ 861,SQ,1900-01-01 15:45:00,0 days 00:00:00.000000000,1900-01-01 14:56:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
HND,15:55,DA,2020-12-08,JL 026,JL,1900-01-01 15:55:00,0 days 00:00:00.000000000,1900-01-01 15:48:00,0 days 00:00:00.000000000,0,0,"Japan Airlines Co., Ltd.",11
BKK,16:05,DA,2020-12-08,CX 701,CX,1900-01-01 16:05:00,0 days 00:00:00.000000000,1900-01-01 16:02:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KHH,16:10,DA,2020-12-08,CI 936,CI,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 15:34:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
XMN,16:10,DA,2020-12-08,MF 382,MF,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 16:39:00,0 days 00:29:00.000000000,29,0,Xiamen Airlines,100+
MNL,16:15,DA,2020-12-08,CX 903,CX,1900-01-01 16:15:00,0 days 00:00:00.000000000,1900-01-01 16:15:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,16:50,DA,2020-12-08,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-08,HX 282,HX,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 16:58:00,0 days 00:03:00.000000000,3,0,Hong Kong Airlines Limited,24
TPE,17:45,DA,2020-12-08,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:36:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
HAN,18:25,DA,2020-12-08,CX 743,CX,1900-01-01 18:25:00,0 days 00:00:00.000000000,1900-01-01 19:06:00,0 days 00:41:00.000000000,41,0,Cathay Pacific Airways Ltd.,4
TPE,18:30,DA,2020-12-08,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:35:00,0 days 00:05:00.000000000,5,0,Cathay Pacific Airways Ltd.,4
KHH,18:50,DA,2020-12-08,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:31:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-08,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:53:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
CGK,19:05,DA,2020-12-08,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:58:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DOH,19:05,DA,2020-12-08,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:02:00,0 days 00:00:00.000000000,0,0,Qatar Airways (Q.C.S.C.),1
SIN,19:15,DA,2020-12-08,TR 981,TR,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 19:19:00,0 days 00:04:00.000000000,4,0,Scoot Tigerair Pte. Ltd dba Scoot,64
MNL,19:35,DA,2020-12-08,5J 117,5J,1900-01-01 19:35:00,0 days 00:00:00.000000000,1900-01-01 19:24:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
TPE,19:40,DA,2020-12-08,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:13:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
JFK,19:45,DA,2020-12-08,CX 846,CX,1900-01-01 19:45:00,0 days 00:00:00.000000000,1900-01-01 21:21:00,0 days 01:36:00.000000000,96,60,Cathay Pacific Airways Ltd.,4
BKK,20:35,DA,2020-12-08,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:30:00,0 days 00:00:00.000000000,0,0,Emirates,5
TLV,21:00,DA,2020-12-08,LY 076,LY,1900-01-01 21:00:00,0 days 00:00:00.000000000,1900-01-01 20:30:00,0 days 00:00:00.000000000,0,0,El Al Israel Airlines Ltd.,100+
SYD,21:05,DA,2020-12-08,CX 161,CX,1900-01-01 21:05:00,0 days 00:00:00.000000000,1900-01-01 21:00:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,21:10,DA,2020-12-08,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:43:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:20,DA,2020-12-08,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:21:00,0 days 00:01:00.000000000,1,0,KLM,18
AKL,21:25,DA,2020-12-08,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:28:00,0 days 00:03:00.000000000,3,0,Cathay Pacific Airways Ltd.,4
GUM,21:25,DA,2020-12-08,UA 2851,UA,1900-01-01 21:25:00,1 days 00:00:00.000000000,1900-01-01 03:35:00,0 days 06:10:00.000000000,370,360,"United Airlines, Inc.",68
TPE,21:40,DA,2020-12-08,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 21:40:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
YVR,21:50,DA,2020-12-08,AC 7206,AC,1900-01-01 21:50:00,0 days 00:00:00.000000000,1900-01-01 21:43:00,0 days 00:00:00.000000000,0,0,Air Canada,31
HGH,21:50,DA,2020-12-08,HX 128,HX,1900-01-01 21:50:00,0 days 00:00:00.000000000,1900-01-01 21:44:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
TPE,22:40,DA,2020-12-08,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:47:00,0 days 00:07:00.000000000,7,0,China Airlines Ltd.,34
IST,23:05,DA,2020-12-08,TK 071,TK,1900-01-01 23:05:00,0 days 00:00:00.000000000,1900-01-01 22:39:00,0 days 00:00:00.000000000,0,0,Turkish Airlines Inc.,27
LHR,23:45,DA,2020-12-08,BA 028,BA,1900-01-01 23:45:00,1 days 00:00:00.000000000,1900-01-01 00:16:00,0 days 00:31:00.000000000,31,0,British Airways p.l.c.,19
LHR,23:50,DA,2020-12-08,VS 207,VS,1900-01-01 23:50:00,1 days 00:00:00.000000000,1900-01-01 00:19:00,0 days 00:29:00.000000000,29,0,Virgin Atlantic Airways Limited,21
SYD,23:55,DA,2020-12-08,CX 101,CX,1900-01-01 23:55:00,0 days 00:00:00.000000000,1900-01-01 23:53:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LHR,23:55,DA,2020-12-08,CX 251,CX,1900-01-01 23:55:00,1 days 00:00:00.000000000,1900-01-01 00:02:00,0 days 00:07:00.000000000,7,0,Cathay Pacific Airways Ltd.,4
MEL,00:05,DA,2020-12-09,CX 105,CX,1900-01-01 00:05:00,0 days 00:00:00.000000000,1900-01-01 00:01:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LAX,00:15,DA,2020-12-09,CX 880,CX,1900-01-01 00:15:00,0 days 00:00:00.000000000,1900-01-01 00:09:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
AMS,00:50,DA,2020-12-09,CX 271,CX,1900-01-01 00:50:00,0 days 00:00:00.000000000,1900-01-01 00:51:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
SFO,00:55,DA,2020-12-09,CX 872,CX,1900-01-01 00:55:00,0 days 00:00:00.000000000,1900-01-01 00:57:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
ICN,00:55,DA,2020-12-09,KE 608,KE,1900-01-01 00:55:00,0 days 00:00:00.000000000,1900-01-01 00:38:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
LHR,01:00,DA,2020-12-09,CX 255,CX,1900-01-01 01:00:00,0 days 00:00:00.000000000,1900-01-01 01:10:00,0 days 00:10:00.000000000,10,0,Cathay Pacific Airways Ltd.,4
YVR,01:00,DA,2020-12-09,CX 888,CX,1900-01-01 01:00:00,0 days 00:00:00.000000000,1900-01-01 01:01:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
LHR,01:10,DA,2020-12-09,BA 032F,BA,1900-01-01 01:10:00,0 days 00:00:00.000000000,1900-01-01 01:12:00,0 days 00:02:00.000000000,2,0,British Airways p.l.c.,19
SIN,01:25,DA,2020-12-09,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 00:40:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
MAN,01:35,DA,2020-12-09,CX 219,CX,1900-01-01 01:35:00,0 days 00:00:00.000000000,1900-01-01 01:37:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
CCU,02:10,DA,2020-12-09,6E 9149,6E,1900-01-01 02:10:00,0 days 00:00:00.000000000,1900-01-01 03:43:00,0 days 01:33:00.000000000,93,60,Interglobe Aviation Ltd. dba Indigo,58
MNL,02:15,DA,2020-12-09,HX 781,HX,1900-01-01 02:15:00,0 days 00:00:00.000000000,1900-01-01 02:12:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
NAN,03:00,DA,2020-12-09,FJ 1392,FJ,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 02:54:00,0 days 00:00:00.000000000,0,0,Air Pacific Limited t/a Fiji Airway,45
ICN,03:00,DA,2020-12-09,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 03:03:00,0 days 00:03:00.000000000,3,0,Korean Air Lines Co. Ltd.,35
HAN,04:00,DA,2020-12-09,VN 593,VN,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 03:51:00,0 days 00:00:00.000000000,0,0,Vietnam Airlines JSC dba Vietnam Airlines JSC,56
ICN,04:00,DA,2020-12-09,KE 8608,KE,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 03:47:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
SYD,05:00,DA,2020-12-09,HX 2017,HX,1900-01-01 05:00:00,0 days 00:00:00.000000000,1900-01-01 05:03:00,0 days 00:03:00.000000000,3,0,Hong Kong Airlines Limited,24
BKK,05:30,DA,2020-12-09,RL 9924,RL,1900-01-01 05:30:00,0 days 00:00:00.000000000,1900-01-01 04:42:00,0 days 00:00:00.000000000,0,0,JSC Royal Flight Airlines,100+
CCU,05:30,DA,2020-12-09,AI 1317,AI,1900-01-01 05:30:00,0 days 00:00:00.000000000,1900-01-01 05:48:00,0 days 00:18:00.000000000,18,0,Air India Limited dba Air India,100+
ICN,05:55,DA,2020-12-09,AM 9021,AM,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 05:54:00,0 days 00:00:00.000000000,0,0,Aeromexico,100+
MNL,07:40,DA,2020-12-09,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 08:33:00,0 days 00:53:00.000000000,53,0,Cathay Pacific Airways Ltd.,4
SGN,08:25,DA,2020-12-09,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:14:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,09:00,DA,2020-12-09,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:51:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PVG,09:00,DA,2020-12-09,HX 236,HX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:53:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
TPE,09:05,DA,2020-12-09,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 08:58:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
ICN,09:20,DA,2020-12-09,CX 410,CX,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:22:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
LHR,09:20,DA,2020-12-09,VS 637,VS,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:17:00,0 days 00:00:00.000000000,0,0,Virgin Atlantic Airways Limited,21
CMB,09:25,DA,2020-12-09,UL 897,UL,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:22:00,0 days 00:00:00.000000000,0,0,SriLankan Airlines Limited,100+
CMB,09:25,DA,2020-12-09,CX 611,CX,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:31:00,0 days 00:06:00.000000000,6,0,Cathay Pacific Airways Ltd.,4
NRT,09:30,DA,2020-12-09,HX 608,HX,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:30:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
CTS,09:30,DA,2020-12-09,HX 690,HX,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:29:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
NRT,09:40,DA,2020-12-09,UA 2864,UA,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 09:12:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
PVG,09:55,DA,2020-12-09,CX 368,CX,1900-01-01 09:55:00,0 days 00:00:00.000000000,1900-01-01 09:54:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
DAC,11:00,DA,2020-12-09,BG 079,BG,1900-01-01 11:00:00,0 days 00:00:00.000000000,1900-01-01 15:25:00,0 days 04:25:00.000000000,265,240,Biman Bangladesh Airlines Limited,100+
TPE,11:05,DA,2020-12-09,CI 904,CI,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 11:02:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,11:15,DA,2020-12-09,BR 852,BR,1900-01-01 11:15:00,0 days 00:00:00.000000000,1900-01-01 11:27:00,0 days 00:12:00.000000000,12,0,EVA Airways Corporation,6
ORD,11:30,DA,2020-12-09,CX 806,CX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:20:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
MNL,11:30,DA,2020-12-09,PR 301,PR,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 10:59:00,0 days 00:00:00.000000000,0,0,"Philippine Airlines, Inc.",30
CGK,11:40,DA,2020-12-09,GA 8734,GA,1900-01-01 11:40:00,0 days 00:00:00.000000000,1900-01-01 11:25:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
KIX,11:45,DA,2020-12-09,CX 506,CX,1900-01-01 11:45:00,0 days 00:00:00.000000000,1900-01-01 11:49:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
BKK,12:00,DA,2020-12-09,CX 653,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 12:08:00,0 days 00:08:00.000000000,8,0,Cathay Pacific Airways Ltd.,4
LAX,12:25,DA,2020-12-09,CX 884,CX,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:19:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,12:25,DA,2020-12-09,BR 868,BR,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 12:10:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
SIN,12:30,DA,2020-12-09,SQ 891,SQ,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:14:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
KUL,12:45,DA,2020-12-09,CX 725,CX,1900-01-01 12:45:00,0 days 00:00:00.000000000,1900-01-01 12:36:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PVG,13:40,DA,2020-12-09,CX 360,CX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 13:39:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,13:40,DA,2020-12-09,HX 254,HX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 16:51:00,0 days 03:11:00.000000000,191,180,Hong Kong Airlines Limited,24
NRT,14:00,DA,2020-12-09,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 14:14:00,0 days 00:14:00.000000000,14,0,American Airlines Inc.,74
TPE,14:10,DA,2020-12-09,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 14:01:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SIN,14:10,DA,2020-12-09,TR 979,TR,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 14:06:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
MNL,14:20,DA,2020-12-09,CX 919,CX,1900-01-01 14:20:00,0 days 00:00:00.000000000,1900-01-01 14:18:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SVO,14:30,DA,2020-12-09,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:33:00,0 days 00:03:00.000000000,3,0,PJSC Aeroflot,22
PEK,14:35,DA,2020-12-09,CA 112,CA,1900-01-01 14:35:00,0 days 00:00:00.000000000,1900-01-01 14:27:00,0 days 00:00:00.000000000,0,0,Air China Cargo,100+
PER,15:15,DA,2020-12-09,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:12:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-09,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 14:49:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
PEK,15:30,DA,2020-12-09,CA 110,CA,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:40:00,0 days 00:10:00.000000000,10,0,Air China Cargo,100+
BKK,15:30,DA,2020-12-09,DE 7847,DE,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:07:00,0 days 00:00:00.000000000,0,0,Condor Flugdienst GmbH,100+
TPE,15:30,DA,2020-12-09,BR 870,BR,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:12:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KUL,15:35,DA,2020-12-09,MH 073,MH,1900-01-01 15:35:00,0 days 00:00:00.000000000,1900-01-01 15:29:00,0 days 00:00:00.000000000,0,0,Malaysia Airlines Berhad dba Malaysia Airlines,36
RMQ,15:40,DA,2020-12-09,AE 1820,AE,1900-01-01 15:40:00,0 days 00:00:00.000000000,1900-01-01 16:07:00,0 days 00:27:00.000000000,27,0,Mandarin Airlines Ltd.,100+
SIN,15:45,DA,2020-12-09,TR 973,TR,1900-01-01 15:45:00,0 days 00:00:00.000000000,1900-01-01 15:49:00,0 days 00:04:00.000000000,4,0,Scoot Tigerair Pte. Ltd dba Scoot,64
NRT,15:55,DA,2020-12-09,JL 026,JL,1900-01-01 15:55:00,0 days 00:00:00.000000000,1900-01-01 15:50:00,0 days 00:00:00.000000000,0,0,"Japan Airlines Co., Ltd.",11
BKK,16:05,DA,2020-12-09,CX 701,CX,1900-01-01 16:05:00,0 days 00:00:00.000000000,1900-01-01 15:59:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KHH,16:10,DA,2020-12-09,CI 936,CI,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 15:34:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
NRT,16:20,DA,2020-12-09,UA 2830,UA,1900-01-01 16:20:00,0 days 00:00:00.000000000,1900-01-01 16:15:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
LAX,16:40,DA,2020-12-09,CX 882,CX,1900-01-01 16:40:00,0 days 00:00:00.000000000,1900-01-01 16:44:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
SGN,16:50,DA,2020-12-09,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-09,HX 282,HX,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 20:48:00,0 days 03:53:00.000000000,233,180,Hong Kong Airlines Limited,24
SIN,17:00,DA,2020-12-09,HX 2735,HX,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 22:43:00,0 days 05:43:00.000000000,343,300,Hong Kong Airlines Limited,24
CEB,17:30,DA,2020-12-09,CX 925,CX,1900-01-01 17:30:00,0 days 00:00:00.000000000,1900-01-01 17:34:00,0 days 00:04:00.000000000,4,0,Cathay Pacific Airways Ltd.,4
TPE,17:45,DA,2020-12-09,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:54:00,0 days 00:09:00.000000000,9,0,China Airlines Ltd.,34
TPE,18:30,DA,2020-12-09,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:27:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,18:40,DA,2020-12-09,BR 856,BR,1900-01-01 18:40:00,0 days 00:00:00.000000000,1900-01-01 18:06:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KHH,18:50,DA,2020-12-09,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:18:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-09,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 19:20:00,0 days 00:25:00.000000000,25,0,Cathay Pacific Airways Ltd.,4
CGK,19:05,DA,2020-12-09,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:58:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BNE,19:05,DA,2020-12-09,QF 098,QF,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:51:00,0 days 00:00:00.000000000,0,0,Qantas Airways Ltd.,8
DOH,19:05,DA,2020-12-09,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:07:00,0 days 00:02:00.000000000,2,0,Qatar Airways (Q.C.S.C.),1
SIN,19:15,DA,2020-12-09,TR 981,TR,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 19:15:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
MNL,19:35,DA,2020-12-09,5J 117,5J,1900-01-01 19:35:00,0 days 00:00:00.000000000,1900-01-01 19:04:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
TPE,19:40,DA,2020-12-09,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:07:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
SIN,19:55,DA,2020-12-09,SQ 871,SQ,1900-01-01 19:55:00,0 days 00:00:00.000000000,1900-01-01 19:17:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
AMM,20:00,DA,2020-12-09,RJ 1291,RJ,1900-01-01 20:00:00,0 days 00:00:00.000000000,1900-01-01 19:27:00,0 days 00:00:00.000000000,0,0,Royal Jordanian,97
BKK,20:35,DA,2020-12-09,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:38:00,0 days 00:03:00.000000000,3,0,Emirates,5
POM,20:45,DA,2020-12-09,PX 019,PX,1900-01-01 20:45:00,0 days 00:00:00.000000000,1900-01-01 20:47:00,0 days 00:02:00.000000000,2,0,Air Niugini Pty Limited dba Air Niugini,100+
TLV,21:00,DA,2020-12-09,LY 076,LY,1900-01-01 21:00:00,0 days 00:00:00.000000000,1900-01-01 20:33:00,0 days 00:00:00.000000000,0,0,El Al Israel Airlines Ltd.,100+
TPE,21:10,DA,2020-12-09,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 21:03:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:20,DA,2020-12-09,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:09:00,0 days 00:00:00.000000000,0,0,KLM,18
AKL,21:25,DA,2020-12-09,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:26:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
