destination,time,statusCode,extract_date,flight number,airline,sche_dept_time,day,actual_dept_time,delay_time,delay_min,delay_hour,airlines,airlines_ranking
SVO,14:30,DA,2020-12-25,SU 213,SU,1900-01-01 14:30:00,0 days 00:00:00.000000000,1900-01-01 14:10:00,0 days 00:00:00.000000000,0,0,PJSC Aeroflot,22
PEK,14:35,DA,2020-12-25,CA 112,CA,1900-01-01 14:35:00,0 days 00:00:00.000000000,1900-01-01 13:53:00,0 days 00:00:00.000000000,0,0,Air China Cargo,100+
HND,14:55,DA,2020-12-25,NH 860,NH,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:32:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
PER,15:15,DA,2020-12-25,CX 171,CX,1900-01-01 15:15:00,0 days 00:00:00.000000000,1900-01-01 15:09:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,15:20,DA,2020-12-25,NH 1932,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 15:15:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
TPE,15:30,DA,2020-12-25,BR 870,BR,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 15:12:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
RMQ,15:40,DA,2020-12-25,AE 1820,AE,1900-01-01 15:40:00,0 days 00:00:00.000000000,1900-01-01 15:58:00,0 days 00:18:00.000000000,18,0,Mandarin Airlines Ltd.,100+
SIN,15:45,DA,2020-12-25,SQ 861,SQ,1900-01-01 15:45:00,0 days 00:00:00.000000000,1900-01-01 15:26:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
YVR,16:00,DA,2020-12-25,CX 838,CX,1900-01-01 16:00:00,0 days 00:00:00.000000000,1900-01-01 15:54:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,16:05,DA,2020-12-25,CX 701,CX,1900-01-01 16:05:00,0 days 00:00:00.000000000,1900-01-01 15:48:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,16:40,DA,2020-12-25,CX 799,CX,1900-01-01 16:40:00,0 days 00:00:00.000000000,1900-01-01 16:31:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
LAX,16:40,DA,2020-12-25,CX 882,CX,1900-01-01 16:40:00,0 days 00:00:00.000000000,1900-01-01 16:32:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-25,HX 282,HX,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 19:45:00,0 days 02:50:00.000000000,170,120,Hong Kong Airlines Limited,24
GUM,16:55,DA,2020-12-25,UA 2793,UA,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 16:38:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
KHH,17:00,DA,2020-12-25,CI 936,CI,1900-01-01 17:00:00,0 days 00:00:00.000000000,1900-01-01 16:48:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
AKL,17:20,DA,2020-12-25,NZ 1080,NZ,1900-01-01 17:20:00,0 days 00:00:00.000000000,1900-01-01 17:30:00,0 days 00:10:00.000000000,10,0,Air New Zealand Limited,16
TPE,17:45,DA,2020-12-25,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:33:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
CMB,18:25,DA,2020-12-25,UL 897,UL,1900-01-01 18:25:00,0 days 00:00:00.000000000,1900-01-01 17:52:00,0 days 00:00:00.000000000,0,0,SriLankan Airlines Limited,100+
TPE,18:30,DA,2020-12-25,CX 402,CX,1900-01-01 18:30:00,0 days 00:00:00.000000000,1900-01-01 18:11:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,18:40,DA,2020-12-25,BR 856,BR,1900-01-01 18:40:00,0 days 00:00:00.000000000,1900-01-01 18:23:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
KHH,18:50,DA,2020-12-25,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:05:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
CGK,19:05,DA,2020-12-25,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:06:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
BNE,19:05,DA,2020-12-25,QF 098,QF,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:49:00,0 days 00:00:00.000000000,0,0,Qantas Airways Ltd.,8
DOH,19:05,DA,2020-12-25,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:01:00,0 days 00:00:00.000000000,0,0,Qatar Airways (Q.C.S.C.),1
SIN,19:15,DA,2020-12-25,TR 981,TR,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 18:53:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
TPE,19:40,DA,2020-12-25,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:28:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
DEL,20:15,DA,2020-12-25,CX 679,CX,1900-01-01 20:15:00,0 days 00:00:00.000000000,1900-01-01 20:16:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
BKK,20:35,DA,2020-12-25,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:35:00,0 days 00:00:00.000000000,0,0,Emirates,5
TPE,21:10,DA,2020-12-25,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:26:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:20,DA,2020-12-25,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:09:00,0 days 00:00:00.000000000,0,0,KLM,18
AKL,21:25,DA,2020-12-25,CX 113,CX,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:26:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
GUM,21:25,DA,2020-12-25,UA 2851,UA,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:13:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
MAA,21:30,DA,2020-12-25,CX 631,CX,1900-01-01 21:30:00,0 days 00:00:00.000000000,1900-01-01 21:29:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,21:40,DA,2020-12-25,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 21:05:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,22:40,DA,2020-12-25,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:34:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,22:40,DA,2020-12-25,ET 609,ET,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:37:00,0 days 00:00:00.000000000,0,0,Emetebe S.A.,100+
KUL,23:00,DA,2020-12-25,HX 2747,HX,1900-01-01 23:00:00,0 days 00:00:00.000000000,1900-01-01 22:57:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
IST,23:05,DA,2020-12-25,TK 071,TK,1900-01-01 23:05:00,0 days 00:00:00.000000000,1900-01-01 22:51:00,0 days 00:00:00.000000000,0,0,Turkish Airlines Inc.,27
SYD,23:55,DA,2020-12-25,CX 101,CX,1900-01-01 23:55:00,0 days 00:00:00.000000000,1900-01-01 23:56:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
MEL,00:05,DA,2020-12-26,CX 105,CX,1900-01-01 00:05:00,1 days 00:00:00.000000000,1900-01-01 23:58:00,1 days 23:53:00.000000000,1433,1380,Cathay Pacific Airways Ltd.,4
ICN,00:30,DA,2020-12-26,OZ 746,OZ,1900-01-01 00:30:00,0 days 00:00:00.000000000,1900-01-01 00:22:00,0 days 00:00:00.000000000,0,0,Asiana Airlines Inc.,28
SIN,01:25,DA,2020-12-26,SQ 857,SQ,1900-01-01 01:25:00,0 days 00:00:00.000000000,1900-01-01 00:43:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
TLV,01:30,DA,2020-12-26,CX 675,CX,1900-01-01 01:30:00,0 days 00:00:00.000000000,1900-01-01 01:32:00,0 days 00:02:00.000000000,2,0,Cathay Pacific Airways Ltd.,4
ICN,02:00,DA,2020-12-26,KE 8602,KE,1900-01-01 02:00:00,0 days 00:00:00.000000000,1900-01-01 01:39:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
ICN,03:00,DA,2020-12-26,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 02:57:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
JFK,03:20,DA,2020-12-26,CX 844,CX,1900-01-01 03:20:00,0 days 00:00:00.000000000,1900-01-01 04:13:00,0 days 00:53:00.000000000,53,0,Cathay Pacific Airways Ltd.,4
SGN,03:35,DA,2020-12-26,CX 721,CX,1900-01-01 03:35:00,0 days 00:00:00.000000000,1900-01-01 03:24:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
ICN,04:00,DA,2020-12-26,KE 8608,KE,1900-01-01 04:00:00,0 days 00:00:00.000000000,1900-01-01 03:32:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
SGN,05:55,DA,2020-12-26,VN 595,VN,1900-01-01 05:55:00,0 days 00:00:00.000000000,1900-01-01 05:09:00,0 days 00:00:00.000000000,0,0,Vietnam Airlines JSC dba Vietnam Airlines JSC,56
SGN,07:00,DA,2020-12-26,RL 9934,RL,1900-01-01 07:00:00,0 days 00:00:00.000000000,1900-01-01 06:56:00,0 days 00:00:00.000000000,0,0,JSC Royal Flight Airlines,100+
MNL,07:40,DA,2020-12-26,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:47:00,0 days 00:07:00.000000000,7,0,Cathay Pacific Airways Ltd.,4
BKK,07:55,DA,2020-12-26,UO 704,UO,1900-01-01 07:55:00,0 days 00:00:00.000000000,1900-01-01 07:46:00,0 days 00:00:00.000000000,0,0,Hong Kong Express Airways Limited,100+
SGN,08:25,DA,2020-12-26,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:16:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,08:30,DA,2020-12-26,HX 336,HX,1900-01-01 08:30:00,0 days 00:00:00.000000000,1900-01-01 08:26:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
KHH,08:55,DA,2020-12-26,CX 432,CX,1900-01-01 08:55:00,0 days 00:00:00.000000000,1900-01-01 08:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,09:00,DA,2020-12-26,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:57:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,09:05,DA,2020-12-26,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 09:06:00,0 days 00:01:00.000000000,1,0,Hong Kong Airlines Limited,24
SIN,09:20,DA,2020-12-26,CX 691,CX,1900-01-01 09:20:00,0 days 00:00:00.000000000,1900-01-01 09:15:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
MNL,09:25,DA,2020-12-26,5J 109,5J,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:09:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
CTS,09:30,DA,2020-12-26,HX 690,HX,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 10:16:00,0 days 00:46:00.000000000,46,0,Hong Kong Airlines Limited,24
CTS,09:40,DA,2020-12-26,HX 6634,HX,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 10:30:00,0 days 00:50:00.000000000,50,0,Hong Kong Airlines Limited,24
NRT,09:40,DA,2020-12-26,UA 2864,UA,1900-01-01 09:40:00,0 days 00:00:00.000000000,1900-01-01 08:57:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
SUB,09:45,DA,2020-12-26,CX 779,CX,1900-01-01 09:45:00,0 days 00:00:00.000000000,1900-01-01 09:38:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,09:50,DA,2020-12-26,BR 892,BR,1900-01-01 09:50:00,0 days 00:00:00.000000000,1900-01-01 09:31:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
PVG,09:55,DA,2020-12-26,CX 368,CX,1900-01-01 09:55:00,0 days 00:00:00.000000000,1900-01-01 09:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,10:00,DA,2020-12-26,CX 450,CX,1900-01-01 10:00:00,0 days 00:00:00.000000000,1900-01-01 09:56:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,10:25,DA,2020-12-26,CX 494,CX,1900-01-01 10:25:00,0 days 00:00:00.000000000,1900-01-01 10:16:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
NRT,10:30,DA,2020-12-26,CX 520,CX,1900-01-01 10:30:00,0 days 00:00:00.000000000,1900-01-01 10:26:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,11:05,DA,2020-12-26,CI 904,CI,1900-01-01 11:05:00,0 days 00:00:00.000000000,1900-01-01 10:39:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,11:15,DA,2020-12-26,BR 852,BR,1900-01-01 11:15:00,0 days 00:00:00.000000000,1900-01-01 11:02:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
TPE,11:25,DA,2020-12-26,CX 474,CX,1900-01-01 11:25:00,0 days 00:00:00.000000000,1900-01-01 11:14:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
ORD,11:30,DA,2020-12-26,CX 806,CX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:27:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KIX,11:30,DA,2020-12-26,HX 618,HX,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:26:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
MNL,11:30,DA,2020-12-26,PR 301,PR,1900-01-01 11:30:00,0 days 00:00:00.000000000,1900-01-01 11:22:00,0 days 00:00:00.000000000,0,0,"Philippine Airlines, Inc.",30
KIX,11:45,DA,2020-12-26,CX 506,CX,1900-01-01 11:45:00,0 days 00:00:00.000000000,1900-01-01 11:40:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,12:00,DA,2020-12-26,CX 332,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 12:00:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,12:00,DA,2020-12-26,CX 653,CX,1900-01-01 12:00:00,0 days 00:00:00.000000000,1900-01-01 11:55:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
CCU,12:20,DA,2020-12-26,5M 714,5M,1900-01-01 12:20:00,0 days 00:00:00.000000000,1900-01-01 19:48:00,0 days 07:28:00.000000000,448,420,Mediterranean Aviation Operations Company Ltd. dba MedOps,100+
TPE,12:25,DA,2020-12-26,BR 868,BR,1900-01-01 12:25:00,0 days 00:00:00.000000000,1900-01-01 11:53:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
SIN,12:30,DA,2020-12-26,SQ 891,SQ,1900-01-01 12:30:00,0 days 00:00:00.000000000,1900-01-01 12:22:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
KUL,12:50,DA,2020-12-26,CX 725,CX,1900-01-01 12:50:00,0 days 00:00:00.000000000,1900-01-01 12:47:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,13:00,DA,2020-12-26,CX 400,CX,1900-01-01 13:00:00,0 days 00:00:00.000000000,1900-01-01 13:09:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
BKK,13:40,DA,2020-12-26,FD 9001,FD,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 12:09:00,0 days 00:00:00.000000000,0,0,"Thai AirAsia Co., Ltd.",10
PVG,13:40,DA,2020-12-26,CX 360,CX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 13:30:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,13:40,DA,2020-12-26,HX 254,HX,1900-01-01 13:40:00,0 days 00:00:00.000000000,1900-01-01 14:57:00,0 days 01:17:00.000000000,77,60,Hong Kong Airlines Limited,24
NRT,14:00,DA,2020-12-26,AA 9741,AA,1900-01-01 14:00:00,0 days 00:00:00.000000000,1900-01-01 13:50:00,0 days 00:00:00.000000000,0,0,American Airlines Inc.,74
TPE,14:10,DA,2020-12-26,CI 910,CI,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 12:58:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SIN,14:10,DA,2020-12-26,SQ 863,SQ,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:06:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
SIN,14:10,DA,2020-12-26,TR 979,TR,1900-01-01 14:10:00,0 days 00:00:00.000000000,1900-01-01 13:59:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
SFO,14:20,DA,2020-12-26,CX 870,CX,1900-01-01 14:20:00,0 days 00:00:00.000000000,1900-01-01 14:09:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
HND,14:55,DA,2020-12-26,NH 860,NH,1900-01-01 14:55:00,0 days 00:00:00.000000000,1900-01-01 14:27:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
NRT,15:20,DA,2020-12-26,NH 9646,NH,1900-01-01 15:20:00,0 days 00:00:00.000000000,1900-01-01 14:38:00,0 days 00:00:00.000000000,0,0,All Nippon Airways Co. Ltd.,3
TPE,15:30,DA,2020-12-26,BR 870,BR,1900-01-01 15:30:00,0 days 00:00:00.000000000,1900-01-01 14:54:00,0 days 00:00:00.000000000,0,0,EVA Airways Corporation,6
DPS,16:00,DA,2020-12-26,GA 8574,GA,1900-01-01 16:00:00,0 days 00:00:00.000000000,1900-01-01 15:20:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
BKK,16:05,DA,2020-12-26,CX 701,CX,1900-01-01 16:05:00,0 days 00:00:00.000000000,1900-01-01 16:15:00,0 days 00:10:00.000000000,10,0,Cathay Pacific Airways Ltd.,4
KHH,16:10,DA,2020-12-26,CI 936,CI,1900-01-01 16:10:00,0 days 00:00:00.000000000,1900-01-01 15:57:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
NRT,16:20,DA,2020-12-26,UA 2830,UA,1900-01-01 16:20:00,0 days 00:00:00.000000000,1900-01-01 15:42:00,0 days 00:00:00.000000000,0,0,"United Airlines, Inc.",68
HAN,16:25,DA,2020-12-26,HX 528,HX,1900-01-01 16:25:00,0 days 00:00:00.000000000,1900-01-01 21:21:00,0 days 04:56:00.000000000,296,240,Hong Kong Airlines Limited,24
SGN,16:50,DA,2020-12-26,CX 799,CX,1900-01-01 16:50:00,0 days 00:00:00.000000000,1900-01-01 16:42:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,16:55,DA,2020-12-26,HX 282,HX,1900-01-01 16:55:00,0 days 00:00:00.000000000,1900-01-01 17:49:00,0 days 00:54:00.000000000,54,0,Hong Kong Airlines Limited,24
CEB,17:30,DA,2020-12-26,CX 925,CX,1900-01-01 17:30:00,0 days 00:00:00.000000000,1900-01-01 17:31:00,0 days 00:01:00.000000000,1,0,Cathay Pacific Airways Ltd.,4
TPE,17:45,DA,2020-12-26,CI 916,CI,1900-01-01 17:45:00,0 days 00:00:00.000000000,1900-01-01 17:34:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
YYZ,18:15,DA,2020-12-26,CX 826,CX,1900-01-01 18:15:00,0 days 00:00:00.000000000,1900-01-01 18:38:00,0 days 00:23:00.000000000,23,0,Cathay Pacific Airways Ltd.,4
HAN,18:25,DA,2020-12-26,CX 743,CX,1900-01-01 18:25:00,0 days 00:00:00.000000000,1900-01-01 18:19:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
KHH,18:50,DA,2020-12-26,CI 938,CI,1900-01-01 18:50:00,0 days 00:00:00.000000000,1900-01-01 18:16:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
SYD,18:55,DA,2020-12-26,CX 111,CX,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:46:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
BKK,18:55,DA,2020-12-26,TG 639,TG,1900-01-01 18:55:00,0 days 00:00:00.000000000,1900-01-01 18:29:00,0 days 00:00:00.000000000,0,0,Thai Airways International Public Company Ltd. dba Thai,100+
CGK,19:05,DA,2020-12-26,CX 797,CX,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 19:08:00,0 days 00:03:00.000000000,3,0,Cathay Pacific Airways Ltd.,4
DOH,19:05,DA,2020-12-26,QR 817,QR,1900-01-01 19:05:00,0 days 00:00:00.000000000,1900-01-01 18:54:00,0 days 00:00:00.000000000,0,0,Qatar Airways (Q.C.S.C.),1
SIN,19:15,DA,2020-12-26,TR 981,TR,1900-01-01 19:15:00,0 days 00:00:00.000000000,1900-01-01 19:09:00,0 days 00:00:00.000000000,0,0,Scoot Tigerair Pte. Ltd dba Scoot,64
TPE,19:40,DA,2020-12-26,BR 872,BR,1900-01-01 19:40:00,0 days 00:00:00.000000000,1900-01-01 19:46:00,0 days 00:06:00.000000000,6,0,EVA Airways Corporation,6
MEL,19:55,DA,2020-12-26,QF 030,QF,1900-01-01 19:55:00,0 days 00:00:00.000000000,1900-01-01 19:22:00,0 days 00:00:00.000000000,0,0,Qantas Airways Ltd.,8
SIN,19:55,DA,2020-12-26,SQ 871,SQ,1900-01-01 19:55:00,0 days 00:00:00.000000000,1900-01-01 19:16:00,0 days 00:00:00.000000000,0,0,Singapore Airlines Limited,2
BOM,20:10,DA,2020-12-26,CX 663,CX,1900-01-01 20:10:00,0 days 00:00:00.000000000,1900-01-01 20:19:00,0 days 00:09:00.000000000,9,0,Cathay Pacific Airways Ltd.,4
BKK,20:35,DA,2020-12-26,EK 385,EK,1900-01-01 20:35:00,0 days 00:00:00.000000000,1900-01-01 20:36:00,0 days 00:01:00.000000000,1,0,Emirates,5
TPE,21:10,DA,2020-12-26,CI 924,CI,1900-01-01 21:10:00,0 days 00:00:00.000000000,1900-01-01 20:38:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
BKK,21:20,DA,2020-12-26,KL 848,KL,1900-01-01 21:20:00,0 days 00:00:00.000000000,1900-01-01 21:07:00,0 days 00:00:00.000000000,0,0,KLM,18
GUM,21:25,DA,2020-12-26,UA 2851,UA,1900-01-01 21:25:00,0 days 00:00:00.000000000,1900-01-01 21:30:00,0 days 00:05:00.000000000,5,0,"United Airlines, Inc.",68
TPE,21:40,DA,2020-12-26,CI 928,CI,1900-01-01 21:40:00,0 days 00:00:00.000000000,1900-01-01 21:23:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
TPE,21:45,DA,2020-12-26,HX 284,HX,1900-01-01 21:45:00,0 days 00:00:00.000000000,1900-01-01 21:46:00,0 days 00:01:00.000000000,1,0,Hong Kong Airlines Limited,24
TPE,22:40,DA,2020-12-26,CI 922,CI,1900-01-01 22:40:00,0 days 00:00:00.000000000,1900-01-01 22:32:00,0 days 00:00:00.000000000,0,0,China Airlines Ltd.,34
KUL,23:00,DA,2020-12-26,HX 2747,HX,1900-01-01 23:00:00,0 days 00:00:00.000000000,1900-01-01 22:59:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
IST,23:05,DA,2020-12-26,TK 6081,TK,1900-01-01 23:05:00,0 days 00:00:00.000000000,1900-01-01 22:43:00,0 days 00:00:00.000000000,0,0,Turkish Airlines Inc.,27
SYD,23:55,DA,2020-12-26,CX 101,CX,1900-01-01 23:55:00,0 days 00:00:00.000000000,1900-01-01 23:50:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
MEL,00:05,DA,2020-12-27,CX 105,CX,1900-01-01 00:05:00,0 days 00:00:00.000000000,1900-01-01 00:04:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
ICN,00:55,DA,2020-12-27,KE 608,KE,1900-01-01 00:55:00,0 days 00:00:00.000000000,1900-01-01 00:35:00,0 days 00:00:00.000000000,0,0,Korean Air Lines Co. Ltd.,35
ICN,03:00,DA,2020-12-27,KE 612,KE,1900-01-01 03:00:00,0 days 00:00:00.000000000,1900-01-01 03:01:00,0 days 00:01:00.000000000,1,0,Korean Air Lines Co. Ltd.,35
SYD,03:30,DA,2020-12-27,HX 2017,HX,1900-01-01 03:30:00,0 days 00:00:00.000000000,1900-01-01 04:45:00,0 days 01:15:00.000000000,75,60,Hong Kong Airlines Limited,24
BKK,05:30,DA,2020-12-27,RL 9924,RL,1900-01-01 05:30:00,0 days 00:00:00.000000000,1900-01-01 05:54:00,0 days 00:24:00.000000000,24,0,JSC Royal Flight Airlines,100+
MNL,07:40,DA,2020-12-27,CX 907,CX,1900-01-01 07:40:00,0 days 00:00:00.000000000,1900-01-01 07:30:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
SGN,08:25,DA,2020-12-27,CX 767,CX,1900-01-01 08:25:00,0 days 00:00:00.000000000,1900-01-01 08:08:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
PEK,09:00,DA,2020-12-27,CX 386,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:58:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
TPE,09:00,DA,2020-12-27,CX 530,CX,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:44:00,0 days 00:00:00.000000000,0,0,Cathay Pacific Airways Ltd.,4
CGK,09:00,DA,2020-12-27,GA 873,GA,1900-01-01 09:00:00,0 days 00:00:00.000000000,1900-01-01 08:57:00,0 days 00:00:00.000000000,0,0,PT. Garuda Indonesia (PERSERO) Tbk dba Garuda Indonesia,12
TPE,09:05,DA,2020-12-27,HX 252,HX,1900-01-01 09:05:00,0 days 00:00:00.000000000,1900-01-01 09:01:00,0 days 00:00:00.000000000,0,0,Hong Kong Airlines Limited,24
MNL,09:25,DA,2020-12-27,5J 273,5J,1900-01-01 09:25:00,0 days 00:00:00.000000000,1900-01-01 09:14:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
MNL,09:30,DA,2020-12-27,5J 109,5J,1900-01-01 09:30:00,0 days 00:00:00.000000000,1900-01-01 09:11:00,0 days 00:00:00.000000000,0,0,"Cebu Air, Inc dba Cebu Pacific Air",100+
